feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Ascomycota_gen_Incertae_sedis	pH	acidic	0.00401632219669227	0.00190979959096723	23	5	0.047698009759832	0.108302500377585
Buckleyzyma	pH	acidic	-0.00336692304567419	0.00160253242744606	23	5	0.0478915643871525	0.108302500377585
Kockovaella	pH	acidic	0.00526429344616551	0.0025206496692093	23	4	0.0491173237697806	0.110615460555911
Dominikia	pH	acidic	-0.0105872212541722	0.00509202985378598	23	5	0.0500441210577308	0.112238872331125
Podospora	pH	acidic	-0.00642730978486947	0.00309475161418807	23	10	0.0502792884810332	0.112304148451488
GS01_phy_Incertae_sedis_gen_Incertae_sedis	pH	acidic	0.00146780234168055	0.000707522802021151	23	4	0.0505097009774633	0.112358314419255
Ascocorticium	pH	acidic	0.00156282971291167	0.000756462282855782	23	4	0.0513880807599178	0.113847577293314
Pseudoanungitea	pH	acidic	-0.00421055409488382	0.0020461455204264	23	7	0.0522362383053048	0.115258096665551
Comoclathris	pH	acidic	-0.00895997540041394	0.00436867465635873	23	7	0.0529554403191579	0.116373850701375
GS10_gen_Incertae_sedis	pH	acidic	0.00313246778544813	0.0015312093024737	23	5	0.0535095436940597	0.116432138683651
Hebeloma	pH	acidic	-0.0594529813568748	0.0290768049825065	23	23	0.0536228748799936	0.116432138683651
Hypochnicium	pH	acidic	0.00144362541025922	0.000704672556802769	23	4	0.0532006519757445	0.116432138683651
Tausonia	pH	acidic	0.00281523560617032	0.0013797375797848	23	7	0.05408196372662	0.116962977107174
Geomyces	pH	acidic	0.00362524037627155	0.00178293985030709	23	7	0.0548546223714495	0.118165095622292
Ramariopsis	pH	acidic	0.0381458123402707	0.0189199278084869	23	15	0.0567532638807111	0.121773735492077
Metarhizium	pH	acidic	-0.011980439130288	0.00595692888944113	23	5	0.0573179644899057	0.122281149016077
Volutella	pH	acidic	0.0160432424605993	0.00798124819032703	23	8	0.0574384846754419	0.122281149016077
Pluteus	pH	acidic	0.00397927850672996	0.00199311475567184	23	10	0.0590052333470582	0.125127829471388
Ampulloclitocybe	pH	acidic	0.00329015578029174	0.00165162893417541	23	7	0.0595253589318653	0.125483804344993
Lacrymaria	pH	acidic	-0.00203934617356348	0.00102420698169319	23	5	0.0596335877529418	0.125483804344993
Xenodidymella	pH	acidic	-0.00783224226950288	0.00394346440275687	23	7	0.060226117775572	0.12624320841418
Karstenia	pH	acidic	-0.00593120583904444	0.00299823079398147	23	3	0.0611699433369223	0.127555973427336
Sebacinales_gen_Incertae_sedis	pH	acidic	-0.0371433830689292	0.0187878869781598	23	14	0.0613204863081872	0.127555973427336
Annulatascales_gen_Incertae_sedis	pH	acidic	0.00676989109508964	0.00343722527544169	23	5	0.0622194085860848	0.128559651249081
Keithomyces	pH	acidic	-0.0048505251970208	0.00246328670871583	23	3	0.0622747668435914	0.128559651249081
Cyphellophoraceae_gen_Incertae_sedis	pH	acidic	-0.0181706957493664	0.00925733442674248	23	9	0.063047342220411	0.128692140487356
Patellariales_gen_Incertae_sedis	pH	acidic	0.0025758559944369	0.00131132211688192	23	6	0.0628650470861808	0.128692140487356
Pseudeurotiaceae_gen_Incertae_sedis	pH	acidic	0.00381534148386399	0.00194132265696798	23	4	0.0627404863500415	0.128692140487356
Calophoma	pH	acidic	-0.00139593168720815	0.000719807919998372	23	3	0.0660162980610993	0.133255120160367
Piptocephalidaceae_gen_Incertae_sedis	pH	acidic	0.00263201305531427	0.00135660828940789	23	4	0.0659093996682362	0.133255120160367
Rhinocladiella	pH	acidic	-0.0149350816673041	0.00769239404895251	23	6	0.0657300638695711	0.133255120160367
Rhodosporidiobolus	pH	acidic	0.00261831113823664	0.00135489408140081	23	4	0.0669005100170539	0.134541616085957
Sporidiobolales_gen_Incertae_sedis	pH	acidic	0.00332947193859635	0.00172691928473098	23	5	0.0674890673447017	0.135226256260524
Hannaella	pH	acidic	-0.00210516121349755	0.0010945828054896	23	3	0.0681124428336619	0.135479128993962
Yurkovia	pH	acidic	-0.0033361423663472	0.00173365223037554	23	6	0.0679684378452468	0.135479128993962
Peltigera	pH	acidic	-0.0133309084891747	0.00697413189559322	23	4	0.0696867040759829	0.138106377168766
Dactylella	pH	acidic	-0.00211435481496463	0.00110941678680693	23	3	0.0704538917843586	0.138671563775311
Rozellomycota_gen_Incertae_sedis	pH	acidic	0.0315973425831323	0.0165810622249353	23	23	0.0704807764509378	0.138671563775311
Sanchytrium	pH	acidic	-0.00981702862790847	0.00518091538410002	23	20	0.0719652223981964	0.141082900025241
Mrakia	pH	acidic	-0.0058221899974818	0.00310720750559211	23	9	0.0749457053276362	0.145876462155578
Spirosphaera	pH	acidic	-0.00604459701525234	0.0032243002796142	23	5	0.0748117774881729	0.145876462155578
Mucor	pH	acidic	0.00491967853907207	0.00263080860067656	23	16	0.0754863563426914	0.14640592244401
Geopora	pH	acidic	-0.111339584934936	0.0597113713779107	23	21	0.0762715255298918	0.147404189410606
Ascochyta	pH	acidic	-0.00488363933416511	0.00263934578784929	23	8	0.078388175625622	0.15042801308438
Ramophialophora	pH	acidic	-0.0083985729496984	0.00453652343744697	23	4	0.0782383327761852	0.15042801308438
Verrucaria	pH	acidic	-0.0520881743786177	0.0282122743949506	23	8	0.0789931193212776	0.150528846259078
Verrucariaceae_gen_Incertae_sedis	pH	acidic	0.00287286085273846	0.00155595830663829	23	10	0.0789831247140856	0.150528846259078
Geoglossales_gen_Incertae_sedis	pH	acidic	0.00249512347430094	0.00135377108954528	23	5	0.0794772624907711	0.1509237214546
Piptocephalis	pH	acidic	0.00537714103995578	0.00293004713652417	23	12	0.0806851058862323	0.152157033591684
Saccharomycetales_gen_Incertae_sedis	pH	acidic	0.0274373539503243	0.014937232695664	23	23	0.0804289151921657	0.152157033591684
Phaeotrichum	pH	acidic	0.00116061716330368	0.000635327348668547	23	3	0.0819791512016273	0.154064266913403
Camptobasidium	pH	acidic	0.00141488819738925	0.000779598247531165	23	3	0.0838511627939793	0.155255151669483
Heterocephalacria	pH	acidic	0.00145853774711309	0.000803744689260067	23	3	0.0838854745094594	0.155255151669483
Lapidomyces	pH	acidic	-0.00657538399104074	0.0036226532718832	23	6	0.0838225844526576	0.155255151669483
Pustularia	pH	acidic	-0.0143185491749142	0.00789456078920033	23	9	0.0840371921880688	0.155255151669483
Tremellodendropsidales_gen_Incertae_sedis	pH	acidic	-0.00905754365256915	0.00498230968095745	23	6	0.0833686946105278	0.155255151669483
Leucogyrophana	pH	acidic	0.00155089519274693	0.000856269045383165	23	3	0.0844355275153612	0.155464062486054
Helotiaceae_gen_Incertae_sedis	pH	acidic	0.00246632800140522	0.00136484866124286	23	3	0.0851070549811843	0.156051740526957
Sanchytriaceae_gen_Incertae_sedis	pH	acidic	0.00352662630822131	0.00195308941011189	23	10	0.0853273737193268	0.156051740526957
Spizellomycetales_gen_Incertae_sedis	pH	acidic	-0.0209037794152618	0.0115908760266212	23	20	0.0856821325604273	0.156176462359307
Archaeorhizomycetes_gen_Incertae_sedis	pH	acidic	0.00500579870277136	0.00278423736121675	23	3	0.0865859065581706	0.156929927921315
Hormonema	pH	acidic	-0.00386322588019658	0.00214936139074817	23	11	0.0866713913840658	0.156929927921315
Discosia	pH	acidic	-0.00144245811246462	0.000805182741693339	23	3	0.0876426446774577	0.158163050825213
Thelebolus	pH	acidic	-0.0197604451586065	0.0110444900684016	23	14	0.0880225946042792	0.15832446884268
GS27_ord_Incertae_sedis_gen_Incertae_sedis	pH	acidic	0.00179855905326609	0.00100880208219825	23	4	0.0890713409535573	0.159683818485818
Clavariaceae_gen_Incertae_sedis	pH	acidic	0.0416620030449763	0.0234320355994266	23	8	0.0898896796016646	0.16062254223904
Calyptella	pH	acidic	-0.00269105105716515	0.00152319109759682	23	3	0.0918079615793835	0.162012736695253
Hygrophorus	pH	acidic	0.0130400113961798	0.0073642033813904	23	5	0.0911216330302481	0.162012736695253
Leotiaceae_gen_Incertae_sedis	pH	acidic	0.00183273611442842	0.00103821392566257	23	3	0.0920557326965285	0.162012736695253
Pectenia	pH	acidic	0.00100980859752989	0.000572224510123795	23	3	0.0921540337165658	0.162012736695253
Polyscytalum	pH	acidic	-0.0080693807041435	0.00457124101788191	23	8	0.0920606313191437	0.162012736695253
Clavulina	pH	acidic	0.00280388575811561	0.00159472510580559	23	3	0.0932764412658765	0.163458715401616
Libkindia	pH	acidic	0.000973087036304989	0.000557384484398911	23	3	0.0954592382865181	0.166747707904334
Dissophora	pH	acidic	0.00428629644925453	0.00246983809619047	23	17	0.0973127566293486	0.168902714531831
Powellomycetaceae_gen_Incertae_sedis	pH	acidic	0.00148684539389953	0.000856026535863529	23	4	0.0970497596643157	0.168902714531831
Russula	pH	acidic	-0.103585514225918	0.0601572086113794	23	23	0.0997838910878818	0.172095634945872
Umbilicariales_gen_Incertae_sedis	pH	acidic	0.00120251583948201	0.000697794086582764	23	3	0.0995265484065598	0.172095634945872
Antarctomyces	pH	acidic	-0.00352016469125413	0.0020536977617332	23	5	0.101241036675218	0.173930635046624
Cystobasidiomycetes_gen_Incertae_sedis	pH	acidic	-0.00296534913545045	0.00173485905321879	23	12	0.102138463399328	0.173930635046624
Dactylellina	pH	acidic	0.00185177415667999	0.0010839638899438	23	4	0.102315100975767	0.173930635046624
Nectriaceae_gen_Incertae_sedis	pH	acidic	0.00582072403288948	0.00340384820338667	23	4	0.101993984593743	0.173930635046624
Trimmatostroma	pH	acidic	0.00107347119404599	0.000628623245315933	23	3	0.102443548348562	0.173930635046624
Alatospora	pH	acidic	-0.00453865168936212	0.00266143226652044	23	7	0.102880532799945	0.174130094335311
Apiosordaria	pH	acidic	-0.00332237860522993	0.0019503220226552	23	3	0.103229214754274	0.174179325204579
Dothideales_gen_Incertae_sedis	pH	acidic	-0.00179595468851633	0.00105566252601688	23	6	0.103656044978773	0.174359705288368
Filobasidiella	pH	acidic	0.000995338866148457	0.000588600964417509	23	3	0.105621460564266	0.177119064638539
Entocybe	pH	acidic	0.00131240097363191	0.000778633758075273	23	3	0.106692214195695	0.178365818210594
Sphaerulina	pH	acidic	0.00306035657679928	0.00181996769400172	23	4	0.107470443415966	0.179117405693276
Sarcopodium	pH	acidic	-0.00741812645513906	0.00442288418168595	23	6	0.108323981472706	0.179989542386051
Diaporthe	pH	acidic	-0.00286941872764752	0.0017183801263729	23	3	0.109791166446482	0.181855101335452
Didymella	pH	acidic	-0.0528518861135755	0.0316814673004884	23	18	0.110114098056329	0.181855101335452
Agaricomycetes_gen_Incertae_sedis	pH	acidic	0.000889459785810712	0.000536529287580253	23	3	0.112221738010506	0.184775973461407
Leucosporidiales_gen_Incertae_sedis	pH	acidic	0.00634328889784156	0.00383234946995209	23	17	0.112754137359532	0.185093388135377
Eocronartium	pH	acidic	-0.00414477110060937	0.00251374706700006	23	3	0.114060704385244	0.186624806486633
Ophiocordyceps	pH	acidic	-0.00328551978823663	0.00199444252951953	23	3	0.114371899755111	0.186624806486633
Burgoa	pH	acidic	0.00205182355525747	0.00124820487202583	23	4	0.115102424088132	0.187256182471738
Tricholoma	pH	acidic	0.0087919963657576	0.00535619622512978	23	12	0.115594043638287	0.187496291020435
Arthrobotrys	pH	acidic	-0.00190889702989368	0.00116487434008727	23	3	0.116169436629332	0.187589417867696
Mycoarthris	pH	acidic	-0.0194391338928802	0.011868303428664	23	9	0.116339859154645	0.187589417867696
Piskurozyma	pH	acidic	0.00572297643054172	0.0035178615704067	23	18	0.118685261789504	0.19080668930761
Xenasmatella	pH	acidic	0.0046852113160195	0.00288448950029487	23	6	0.11923253332308	0.191122737238467
Candida	pH	acidic	0.0019152564543196	0.00118656059806886	23	3	0.121427044298713	0.194069616254542
GS26_ord_Incertae_sedis_gen_Incertae_sedis	pH	acidic	0.00165941804262625	0.00103229649157699	23	3	0.122876751752203	0.195812367558335
Sistotrema	pH	acidic	0.027357929561421	0.0170853866680462	23	18	0.124258975670752	0.19743773102204
Neurospora	pH	acidic	0.00221854850911407	0.00139145474749091	23	12	0.125785101283706	0.199281628487266
Myxotrichaceae_gen_Incertae_sedis	pH	acidic	0.00327973295254034	0.0020626574459462	23	3	0.126765712432826	0.200253081959103
Naganishia	pH	acidic	-0.00463857820137953	0.00292661357625379	23	4	0.127918816892916	0.201490621984506
Phaeococcomyces	pH	acidic	-0.0088965269436947	0.00562578876032102	23	4	0.128735721829326	0.202192992498509
Stereocaulon	pH	acidic	-0.0223807559807085	0.0141671659479098	23	5	0.129106821440837	0.202193154267977
Geminibasidium	pH	acidic	-0.0453827826627174	0.0288930717858583	23	23	0.131194906293741	0.203807888293528
Lectera	pH	acidic	-0.0079605708249786	0.00506383580871505	23	3	0.130886527692092	0.203807888293528
Trechisporales_gen_Incertae_sedis	pH	acidic	0.0045480965516753	0.00289607257125737	23	8	0.131259759249593	0.203807888293528
Athelia	pH	acidic	0.00374997403300645	0.00240703909339932	23	6	0.134195839496439	0.206600939337738
Coniochaetaceae_gen_Incertae_sedis	pH	acidic	0.00250905306402339	0.00160891229798107	23	4	0.133828890902966	0.206600939337738
Kuehneromyces	pH	acidic	0.00153203634535155	0.000982656581666487	23	10	0.133922352590686	0.206600939337738
Sistotremastrum	pH	acidic	0.00721197784314734	0.00465251334834358	23	8	0.136051739403122	0.208868163309018
Psathyrella	pH	acidic	0.00537000592476071	0.00350895066789617	23	6	0.140849753063649	0.215626728706991
Claroideoglomus	pH	acidic	-0.00210430924418616	0.00137684114825824	23	4	0.141346620275834	0.21578125504294
Agonimia	pH	acidic	-0.0190245276590825	0.0125467999045922	23	3	0.144356704365237	0.219760904690096
Exobasidium	pH	acidic	0.00323922747936545	0.00213944021313814	23	11	0.14491870919061	0.220001940136163
Alternaria	pH	acidic	-0.0146363575719576	0.00973072247684775	23	7	0.147437557579085	0.22135941840386
Filobasidium	pH	acidic	-0.00262377597251257	0.00174198864335286	23	3	0.146912063094152	0.22135941840386
Stachybotryaceae_gen_Incertae_sedis	pH	acidic	-0.00562930085978132	0.00373953945748085	23	5	0.147128968677061	0.22135941840386
Tomentella	pH	acidic	-0.047707257956186	0.0316270334002039	23	22	0.146342290364176	0.22135941840386
Collophorina	pH	acidic	-0.00144459790951605	0.000964984512810326	23	4	0.149268978080691	0.222881076860209
Mystinarius	pH	acidic	0.00184128301181069	0.00122896842634618	23	4	0.148954484487885	0.222881076860209
Rhexocercosporidium	pH	acidic	-0.00445228498055045	0.00297988735555469	23	3	0.150021266888565	0.223392323645542
Ascocoryne	pH	acidic	-0.00660769671414225	0.00444027030682922	23	12	0.151580360708504	0.223929573305275
Coprinus	pH	acidic	-0.00200721238085134	0.00134893470285858	23	4	0.151614701925957	0.223929573305275
Phacidium	pH	acidic	0.00937764499599182	0.00630167744247005	23	12	0.151583117175476	0.223929573305275
Paraphaeosphaeria	pH	acidic	-0.00693608915207101	0.00466988238386848	23	4	0.152327229770824	0.224373892500267
Articulospora	pH	acidic	-0.00653238407594404	0.00440872610064735	23	6	0.153272177832166	0.225157242368006
Chalara	pH	acidic	0.004958334795301	0.00335716082267045	23	14	0.154531181141935	0.225789527405776
Mytilinidion	pH	acidic	0.0152094332577983	0.0102913701081083	23	22	0.154281603357057	0.225789527405776
Mycenaceae_gen_Incertae_sedis	pH	acidic	0.00158476476272858	0.00107430118098739	23	3	0.155006114386288	0.225877893958629
Cenangium	pH	acidic	-0.00241596919618377	0.00164571691123663	23	4	0.156914406222899	0.226131300519699
Diatrype	pH	acidic	-0.00169835363317299	0.00115788537180153	23	3	0.157254610820121	0.226131300519699
Myrmecridium	pH	acidic	-0.0043644313174941	0.00297163034910796	23	3	0.156735536513108	0.226131300519699
Pseudeurotium	pH	acidic	-0.0218042710020564	0.0148139863659494	23	20	0.155884509169569	0.226131300519699
Stilbella	pH	acidic	0.0211162725087516	0.0143901508818588	23	22	0.157082193095961	0.226131300519699
Acremonium	pH	acidic	-0.00226613751342079	0.00154919607261513	23	4	0.158333292078988	0.227083274165918
Capronia	pH	acidic	0.0635305683308049	0.0437457230039142	23	23	0.1612051839309	0.230595341843413
Rachicladosporium	pH	acidic	-0.010875048630902	0.00754681734292661	23	4	0.164327035747359	0.234445640006049
Clitocybe	pH	acidic	-0.0162905741501695	0.0114102980435422	23	12	0.168078777639527	0.239166116684535
Leohumicola	pH	acidic	-0.00900456983547615	0.0063137569804156	23	11	0.168513373957544	0.239166116684535
Mycobilimbia	pH	acidic	-0.0111256162865301	0.00782427473947386	23	4	0.169727970469602	0.24026426988554
Phlegmacium	pH	acidic	0.00920778634299668	0.00649446401840037	23	5	0.170920469231779	0.241325532982694
Suillus	pH	acidic	0.0172631219525197	0.0122132271599423	23	22	0.172168066663323	0.242458905249382
Phacidiales_gen_Incertae_sedis	pH	acidic	0.00620246327628942	0.00440799603279501	23	14	0.174028295655334	0.244446961680817
Mycosymbioces	pH	acidic	0.0211045871754091	0.0151009808207012	23	20	0.176835116821767	0.247750999146177
Hymenoscyphus	pH	acidic	0.00166620690623865	0.00119802225325932	23	6	0.178849829149613	0.249931171503946
