"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Penicillium"	"pH"	"acidic"	"pHacidic"	-1.63474578690454	0.527477034975573	0.0565717534856529	0.18747840489614	0.0565717534856529	0.15645202638616	NA	"abundance"	23	23
"Schizothecium"	"pH"	"acidic"	"pHacidic"	-4.45908871134404	1.77569285475784	0.056495325744639	0.18747840489614	0.0258219901965359	0.0985846900886283	NA	"abundance"	23	10
"Ampulloclitocybe"	"pH"	"acidic"	"pHacidic"	2.11180681852709	1.10635772523327	0.0562889242199317	0.18747840489614	0.109409405450026	0.22114624879342	NA	"prevalence"	23	7
"Athelia"	"pH"	"acidic"	"pHacidic"	2.11180681852709	1.10635772523327	0.0562889242199317	0.18747840489614	0.109409405450026	0.22114624879342	NA	"prevalence"	23	7
"Colpoma"	"pH"	"acidic"	"pHacidic"	2.11180681852709	1.10635772523327	0.0562889242199317	0.18747840489614	0.109409405450026	0.22114624879342	NA	"prevalence"	23	7
"Hypomyces"	"pH"	"acidic"	"pHacidic"	-2.11180681852711	1.10635772523327	0.0562889242199301	0.18747840489614	0.0741844479684734	0.172349136856933	NA	"prevalence"	23	16
"Metschnikowia"	"pH"	"acidic"	"pHacidic"	2.11180681852709	1.10635772523327	0.0562889242199318	0.18747840489614	0.109409405450026	0.22114624879342	NA	"prevalence"	23	7
"Perennicordyceps"	"pH"	"acidic"	"pHacidic"	2.11180681852709	1.10635772523327	0.0562889242199318	0.18747840489614	0.109409405450026	0.22114624879342	NA	"prevalence"	23	7
"Tausonia"	"pH"	"acidic"	"pHacidic"	2.11180681852709	1.10635772523327	0.0562889242199315	0.18747840489614	0.109409405450026	0.22114624879342	NA	"prevalence"	23	7
"Catinaria"	"pH"	"acidic"	"pHacidic"	-3.30280885943879	0.675294777262472	0.0582105906062873	0.192253345165663	0.113032708353842	0.227640785465228	NA	"abundance"	23	4
"Pseudeurotium"	"pH"	"acidic"	"pHacidic"	-3.32386253326805	1.38580926954704	0.0591703047443581	0.194760562395836	0.114839484525176	0.230476465470666	NA	"abundance"	23	18
"Dioszegia"	"pH"	"acidic"	"pHacidic"	-5.30360960399801	1.98486650981097	0.0602856308417654	0.197013124002718	0.116936904397541	0.233732994583554	NA	"abundance"	23	7
"Pyrenopeziza"	"pH"	"acidic"	"pHacidic"	-3.6358810562358	1.47478374337277	0.0604633480461484	0.197013124002718	0.117270879635347	0.233732994583554	NA	"abundance"	23	12
"Synnemapestaloides"	"pH"	"acidic"	"pHacidic"	3.44327844409573	1.81270214412528	0.0603795067115112	0.197013124002718	0.024712291066343	0.0985846900886283	NA	"abundance"	23	11
"Sakaguchia"	"pH"	"acidic"	"pHacidic"	-2.82923864823358	1.09683647376251	0.0616093120900114	0.200075725884285	0.119422916843818	0.237204281566072	NA	"abundance"	23	12
"Chytridiomycota_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.501967879071904	0.470293281682741	0.0750733171281377	0.209220682726449	0.0750733171281377	0.172349136856933	NA	"abundance"	23	23
"Dothideales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-3.50600776832121	1.29597570788362	0.0697137444079383	0.209220682726449	0.134567482656501	0.247431236277652	NA	"abundance"	23	7
"Elsinoaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-5.33881575191221	0.470464385547812	0.0686384244799865	0.209220682726449	0.132565615644878	0.247431236277652	NA	"abundance"	23	3
"Leptodontidium"	"pH"	"acidic"	"pHacidic"	1.70337809100955	1.13638435288163	0.0740817050160436	0.209220682726449	0.0740817050160436	0.172349136856933	NA	"abundance"	23	23
"Paraphoma"	"pH"	"acidic"	"pHacidic"	-4.43531942468065	1.89587730250295	0.0650278597405105	0.209220682726449	0.0155289880995332	0.072973618874229	NA	"abundance"	23	12
"Rozellomycota_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.663080480001686	0.545288174053135	0.0685221243813671	0.209220682726449	0.0685221243813671	0.170714602984613	NA	"abundance"	23	23
"Achroceratosphaeria"	"pH"	"acidic"	"pHacidic"	-3.67546231279532	2.06533336488932	0.0751418382144407	0.209220682726449	0.0751418382144407	0.172349136856933	NA	"prevalence"	23	5
"Apiotrichum"	"pH"	"acidic"	"pHacidic"	3.67546231279534	2.06533336488933	0.07514183821444	0.209220682726449	0.0224492774831217	0.0985846900886283	NA	"prevalence"	23	18
"Basidiodendron"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441885	0.0723129419325734	0.209220682726449	0.0723129419325734	0.172349136856933	NA	"prevalence"	23	6
"Buckleyzyma"	"pH"	"acidic"	"pHacidic"	-3.67546231279532	2.06533336488932	0.0751418382144406	0.209220682726449	0.0751418382144406	0.172349136856933	NA	"prevalence"	23	5
"Chaetosphaeriaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441885	0.0723129419325735	0.209220682726449	0.0723129419325735	0.172349136856933	NA	"prevalence"	23	6
"Chaetothyriaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-2.01484691776423	1.11034151929156	0.0695824666778409	0.209220682726449	0.134323213686709	0.247431236277652	NA	"prevalence"	23	6
"Chalara"	"pH"	"acidic"	"pHacidic"	3.67546231279533	2.06533336488932	0.0751418382144407	0.209220682726449	0.144637380578636	0.249677412990327	NA	"prevalence"	23	18
"Cystobasidium"	"pH"	"acidic"	"pHacidic"	1.68727336333881	0.943858859509607	0.0738352174246922	0.209220682726449	0.142218795517233	0.249677412990327	NA	"prevalence"	23	15
"Diddensiella"	"pH"	"acidic"	"pHacidic"	-3.67546231279533	2.06533336488933	0.0751418382144412	0.209220682726449	0.0751418382144412	0.172349136856933	NA	"prevalence"	23	5
"Didymella"	"pH"	"acidic"	"pHacidic"	-1.57894698358888	0.888078291068402	0.0754142522700897	0.209220682726449	0.145141195094723	0.249677412990327	NA	"prevalence"	23	10
"Entoloma"	"pH"	"acidic"	"pHacidic"	3.67546231279533	2.06533336488933	0.075141838214441	0.209220682726449	0.144637380578637	0.249677412990327	NA	"prevalence"	23	18
"Fusidium"	"pH"	"acidic"	"pHacidic"	-1.57894698358888	0.888078291068402	0.0754142522700899	0.209220682726449	0.145141195094723	0.249677412990327	NA	"prevalence"	23	10
"Galerina"	"pH"	"acidic"	"pHacidic"	3.67546231279532	2.06533336488934	0.075141838214443	0.209220682726449	0.00400567896551352	0.0367505149534415	NA	"prevalence"	23	18
"Geomyces"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441885	0.0723129419325735	0.209220682726449	0.0723129419325735	0.172349136856933	NA	"prevalence"	23	6
"Gloeopycnis"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441886	0.0723129419325742	0.209220682726449	0.0723129419325742	0.172349136856933	NA	"prevalence"	23	6
"Goidanichiella"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441885	0.0723129419325735	0.209220682726449	0.0723129419325735	0.172349136856933	NA	"prevalence"	23	6
"Hypocreales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.68727336333881	0.943858859509607	0.0738352174246924	0.209220682726449	0.142218795517233	0.249677412990327	NA	"prevalence"	23	15
"Isthmomyces"	"pH"	"acidic"	"pHacidic"	-2.01484691776424	1.11034151929156	0.0695824666778409	0.209220682726449	0.0913660640555161	0.204688314046854	NA	"prevalence"	23	6
"Leprocaulaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-2.01484691776423	1.11034151929156	0.0695824666778408	0.209220682726449	0.134323213686709	0.247431236277652	NA	"prevalence"	23	6
"Leptodophora"	"pH"	"acidic"	"pHacidic"	-1.68727336333881	0.943858859509607	0.0738352174246924	0.209220682726449	0.142218795517233	0.249677412990327	NA	"prevalence"	23	8
"Lycoperdon"	"pH"	"acidic"	"pHacidic"	3.67546231279534	2.06533336488933	0.07514183821444	0.209220682726449	0.144637380578635	0.249677412990327	NA	"prevalence"	23	18
"Monoblepharomycota_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441885	0.0723129419325735	0.209220682726449	0.0723129419325735	0.172349136856933	NA	"prevalence"	23	6
"Neoacrodontium"	"pH"	"acidic"	"pHacidic"	1.57894698358889	0.888078291068402	0.0754142522700883	0.209220682726449	0.14514119509472	0.249677412990327	NA	"prevalence"	23	13
"Pezizomycotina_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.67546231279534	2.06533336488932	0.0751418382144396	0.209220682726449	0.0379688136285791	0.119271599333254	NA	"prevalence"	23	18
"Phaeotheca"	"pH"	"acidic"	"pHacidic"	2.01484691776424	1.11034151929156	0.0695824666778398	0.209220682726449	0.134323213686707	0.247431236277652	NA	"prevalence"	23	17
"Piskurozyma"	"pH"	"acidic"	"pHacidic"	3.67546231279534	2.06533336488932	0.0751418382144396	0.209220682726449	0.144637380578634	0.249677412990327	NA	"prevalence"	23	18
"Pseudodictyosporium"	"pH"	"acidic"	"pHacidic"	-2.01484691776423	1.11034151929156	0.0695824666778409	0.209220682726449	0.134323213686709	0.247431236277652	NA	"prevalence"	23	6
"Pseudogymnoascus"	"pH"	"acidic"	"pHacidic"	3.67546231279534	2.06533336488932	0.0751418382144398	0.209220682726449	0.0245757868195689	0.0985846900886283	NA	"prevalence"	23	18
"Pustularia"	"pH"	"acidic"	"pHacidic"	-1.68727336333881	0.943858859509606	0.0738352174246924	0.209220682726449	0.142218795517233	0.249677412990327	NA	"prevalence"	23	8
"Pyrenopeziza"	"pH"	"acidic"	"pHacidic"	-1.59564649262606	0.886477837453499	0.0718630633393886	0.209220682726449	0.117270879635347	0.233732994583554	NA	"prevalence"	23	12
"Pyronemataceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.68727336333881	0.943858859509607	0.0738352174246924	0.209220682726449	0.142218795517233	0.249677412990327	NA	"prevalence"	23	15
"Rhizoglomus"	"pH"	"acidic"	"pHacidic"	-3.67546231279533	2.06533336488933	0.0751418382144412	0.209220682726449	0.0751418382144412	0.172349136856933	NA	"prevalence"	23	5
"Saccharomycetes_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441885	0.0723129419325734	0.209220682726449	0.0723129419325734	0.172349136856933	NA	"prevalence"	23	6
"Scleroconidioma"	"pH"	"acidic"	"pHacidic"	3.85014759506428	2.14237146441886	0.0723129419325742	0.209220682726449	0.0723129419325742	0.172349136856933	NA	"prevalence"	23	6
"Stereocaulon"	"pH"	"acidic"	"pHacidic"	-3.67546231279534	2.06533336488932	0.0751418382144398	0.209220682726449	0.0751418382144398	0.172349136856933	NA	"prevalence"	23	5
"Taeniolella"	"pH"	"acidic"	"pHacidic"	-3.67546231279532	2.06533336488932	0.0751418382144407	0.209220682726449	0.0751418382144407	0.172349136856933	NA	"prevalence"	23	5
"Yurkovia"	"pH"	"acidic"	"pHacidic"	-2.01484691776424	1.11034151929156	0.0695824666778409	0.209220682726449	0.134323213686709	0.247431236277652	NA	"prevalence"	23	6
"Zygorhynchus"	"pH"	"acidic"	"pHacidic"	-1.68727336333882	0.943858859509607	0.073835217424692	0.209220682726449	0.142218795517232	0.249677412990327	NA	"prevalence"	23	8
"Endogonales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.6524002772864	1.91402048400205	0.0760076877308824	0.210266281443552	0.0558773694085136	0.155274613067889	NA	"abundance"	23	8
"Aaosphaeria"	"pH"	"acidic"	"pHacidic"	-3.32160807450483	0.254085195182543	0.076957977286702	0.212290329390306	0.147993424305343	0.25382848441688	NA	"abundance"	23	3
"Paraphaeosphaeria"	"pH"	"acidic"	"pHacidic"	-5.44529771516791	1.86892518767168	0.0774732507343328	0.213106307260728	0.148944396889321	0.254029749295216	NA	"abundance"	23	5
"Mrakia"	"pH"	"acidic"	"pHacidic"	-3.58914383119432	1.48477018608813	0.0832054722126965	0.228227439317877	0.159487793819255	0.254029749295216	NA	"abundance"	23	8
"Sorocybe"	"pH"	"acidic"	"pHacidic"	1.36693847389301	0.964732667708434	0.0834602363240635	0.228281378790608	0.0672457676336683	0.168259972693771	NA	"abundance"	23	16
"Rhizophydiales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-2.6655177384666	1.16995626000978	0.0867918837728587	0.236727300964735	0.166050936456876	0.26010146686199	NA	"abundance"	23	16
"Tulasnella"	"pH"	"acidic"	"pHacidic"	-2.29251250154986	0.699913478978824	0.0908018977604874	0.246970988026424	0.173358810884069	0.270814574840518	NA	"abundance"	23	5
"Hyaloscyphaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	2.13650276959144	1.46225209472964	0.0927707848096477	0.251621318575888	0.176935151105097	0.275656380966971	NA	"abundance"	23	22
"Entoloma"	"pH"	"acidic"	"pHacidic"	2.07129691210425	1.41872487521358	0.0954625772570075	0.258201009795416	0.144637380578637	0.249677412990327	NA	"abundance"	23	18
"Chloridium"	"pH"	"acidic"	"pHacidic"	2.08379467122637	1.39566922023053	0.0958548981050893	0.258511278458644	0.0127491961755028	0.0682318091614874	NA	"abundance"	23	14
"Pulvinula"	"pH"	"acidic"	"pHacidic"	-5.12245149847022	2.41015393092225	0.0961097544012053	0.258511278458644	0.0127491961755028	0.0682318091614874	NA	"abundance"	23	9
"Lophium"	"pH"	"acidic"	"pHacidic"	-1.62314140938231	0.592073050441985	0.0971408037036992	0.260109440791915	0.184845271663198	0.282882249945454	NA	"abundance"	23	13
"Thelebolus"	"pH"	"acidic"	"pHacidic"	-3.32686823018355	1.59195468806628	0.0995174820990057	0.260109440791915	0.189131234954685	0.282882249945454	NA	"abundance"	23	15
"Annulatascales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.52794432824426	2.14432232713229	0.0999184566584802	0.260109440791915	0.0999184566584802	0.213899510920747	NA	"prevalence"	23	5
"Atheliales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.52794432824426	2.14432232713229	0.09991845665848	0.260109440791915	0.09991845665848	0.213899510920747	NA	"prevalence"	23	5
"Basidiobolus"	"pH"	"acidic"	"pHacidic"	3.52794432824427	2.14432232713229	0.0999184566584799	0.260109440791915	0.0999184566584799	0.213899510920747	NA	"prevalence"	23	5
"Calycellina"	"pH"	"acidic"	"pHacidic"	3.52794432824427	2.14432232713229	0.0999184566584799	0.260109440791915	0.0999184566584799	0.213899510920747	NA	"prevalence"	23	5
"Davidhawksworthia"	"pH"	"acidic"	"pHacidic"	3.52794432824426	2.14432232713229	0.0999184566584803	0.260109440791915	0.0999184566584803	0.213899510920747	NA	"prevalence"	23	5
"Geoglossales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.52794432824427	2.14432232713229	0.0999184566584799	0.260109440791915	0.0999184566584799	0.213899510920747	NA	"prevalence"	23	5
"Lipomycetaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.52794432824426	2.14432232713229	0.0999184566584803	0.260109440791915	0.0999184566584803	0.213899510920747	NA	"prevalence"	23	5
"Patellariales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.52794432824426	2.14432232713228	0.0999184566584798	0.260109440791915	0.0999184566584798	0.213899510920747	NA	"prevalence"	23	5
"Roesleria"	"pH"	"acidic"	"pHacidic"	3.52794432824426	2.14432232713228	0.0999184566584796	0.260109440791915	0.0999184566584796	0.213899510920747	NA	"prevalence"	23	5
"Sporidiobolales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.52794432824427	2.14432232713228	0.0999184566584794	0.260109440791915	0.0999184566584794	0.213899510920747	NA	"prevalence"	23	5
"Basidiobolomycetes_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-2.84017613315352	1.02596212892854	0.109440386024953	0.266332367995562	0.206903573956615	0.29239673776754	NA	"abundance"	23	5
"Myrmecridium"	"pH"	"acidic"	"pHacidic"	-6.97640264080659	1.05798592670932	0.104953501866325	0.266332367995562	0.198891766178645	0.287398602128142	NA	"abundance"	23	3
"Nectriella"	"pH"	"acidic"	"pHacidic"	-4.92401374696023	2.53328359282877	0.107852649866174	0.266332367995562	0.0287465516808291	0.1025648572316	NA	"abundance"	23	13
"Pyxidiophorales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-4.20680698077777	1.28387613107053	0.103347806041722	0.266332367995562	0.196014843069806	0.28395132655225	NA	"abundance"	23	4
"Arachnopeziza"	"pH"	"acidic"	"pHacidic"	1.78960355170709	1.11013069807053	0.106947657242345	0.266332367995562	0.202457513095063	0.287519514911425	NA	"prevalence"	23	6
"Byssoporia"	"pH"	"acidic"	"pHacidic"	1.78960355170707	1.11013069807053	0.106947657242348	0.266332367995562	0.202457513095069	0.287519514911425	NA	"prevalence"	23	6
"Colacogloea"	"pH"	"acidic"	"pHacidic"	1.78960355170708	1.11013069807053	0.106947657242347	0.266332367995562	0.202457513095067	0.287519514911425	NA	"prevalence"	23	6
"Dissoderma"	"pH"	"acidic"	"pHacidic"	1.78960355170707	1.11013069807053	0.106947657242348	0.266332367995562	0.0323077922313985	0.111154189938978	NA	"prevalence"	23	6
"Dominikia"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496398	0.266332367995562	0.109425306496398	0.22114624879342	NA	"prevalence"	23	4
"Geminibasidium"	"pH"	"acidic"	"pHacidic"	-1.78960355170708	1.11013069807053	0.106947657242347	0.266332367995562	0.202457513095067	0.287519514911425	NA	"prevalence"	23	17
"GS10_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.78960355170707	1.11013069807053	0.106947657242347	0.266332367995562	0.202457513095068	0.287519514911425	NA	"prevalence"	23	6
"Karstenia"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496398	0.266332367995562	0.109425306496398	0.22114624879342	NA	"prevalence"	23	4
"Laccaria"	"pH"	"acidic"	"pHacidic"	3.3150046636476	2.07086633253366	0.109425306496396	0.266332367995562	0.206876715290962	0.29239673776754	NA	"prevalence"	23	19
"Metarhizium"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496398	0.266332367995562	0.109425306496398	0.22114624879342	NA	"prevalence"	23	4
"Paraleptosphaeria"	"pH"	"acidic"	"pHacidic"	-3.31500466364758	2.07086633253366	0.109425306496398	0.266332367995562	0.109425306496398	0.22114624879342	NA	"prevalence"	23	4
"Paxillus"	"pH"	"acidic"	"pHacidic"	1.78960355170707	1.11013069807053	0.106947657242347	0.266332367995562	0.202457513095068	0.287519514911425	NA	"prevalence"	23	6
"Phaeococcomyces"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496397	0.266332367995562	0.109425306496397	0.22114624879342	NA	"prevalence"	23	4
"Polyphilus"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496397	0.266332367995562	0.109425306496397	0.22114624879342	NA	"prevalence"	23	4
"Rachicladosporium"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496398	0.266332367995562	0.109425306496398	0.22114624879342	NA	"prevalence"	23	4
"Septoglomus"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496398	0.266332367995562	0.109425306496398	0.22114624879342	NA	"prevalence"	23	4
"Syzygospora"	"pH"	"acidic"	"pHacidic"	3.31500466364759	2.07086633253366	0.109425306496397	0.266332367995562	0.0286422013233616	0.1025648572316	NA	"prevalence"	23	19
"Trichobolus"	"pH"	"acidic"	"pHacidic"	-3.31500466364759	2.07086633253366	0.109425306496397	0.266332367995562	0.109425306496397	0.22114624879342	NA	"prevalence"	23	4
"Xenasmatella"	"pH"	"acidic"	"pHacidic"	1.78960355170707	1.11013069807053	0.106947657242347	0.266332367995562	0.202457513095069	0.287519514911425	NA	"prevalence"	23	6
"Stilbella"	"pH"	"acidic"	"pHacidic"	1.99314131309833	1.46043591752993	0.110480483124712	0.268191372785238	0.208755029097954	0.294293675167359	NA	"abundance"	23	22
"Babjeviella"	"pH"	"acidic"	"pHacidic"	4.10574368919794	2.6062780430694	0.113974545910258	0.275983252066984	0.0051198262749539	0.0402996672667837	NA	"abundance"	23	11
"Eurotiales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	5.11015242072736	3.02472542334601	0.115013135876166	0.27780536053671	0.0558773694085134	0.155274613067889	NA	"abundance"	23	8
"Agaricales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-3.5543023334263	1.6082225032139	0.116221166265602	0.279333545653216	0.218934973043067	0.307146636939059	NA	"abundance"	23	7
"Cryptodiscus"	"pH"	"acidic"	"pHacidic"	3.89992419469881	1.61956028824467	0.116067264655893	0.279333545653216	0.218662919387085	0.307146636939059	NA	"abundance"	23	4
"Lycoperdon"	"pH"	"acidic"	"pHacidic"	-2.51418794501176	1.20773155539266	0.116519390139289	0.279358834136418	0.144637380578635	0.249677412990327	NA	"abundance"	23	18
"Laccaria"	"pH"	"acidic"	"pHacidic"	1.74223206684465	1.32694726786383	0.117168738608312	0.280223756622343	0.206876715290962	0.29239673776754	NA	"abundance"	23	19
"Gryganskiella"	"pH"	"acidic"	"pHacidic"	5.23872370812045	3.1291961701911	0.118423752602505	0.282529395029563	0.0558773694085134	0.155274613067889	NA	"abundance"	23	8
"Renatobasidium"	"pH"	"acidic"	"pHacidic"	3.51241864281102	2.23471503937724	0.118719316976489	0.28254033525532	0.0267781943666342	0.0985846900886283	NA	"abundance"	23	9
"Flammula"	"pH"	"acidic"	"pHacidic"	1.5589388389088	1.20328645391056	0.119123286048604	0.282639276110296	0.0672457676336677	0.168259972693771	NA	"abundance"	23	16
"Luellia"	"pH"	"acidic"	"pHacidic"	3.76600186370429	2.45534211871827	0.119343051704656	0.282639276110296	0.0051198262749539	0.0402996672667837	NA	"abundance"	23	11
"Spizellomycetales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-2.23243024458782	1.05555024752784	0.120298213725473	0.284208188631228	0.226124767225407	0.316465170596332	NA	"abundance"	23	21
"Dissophora"	"pH"	"acidic"	"pHacidic"	3.29694545928227	2.0859654781949	0.122575222847492	0.288884809186687	0.230125760438872	0.321286689694851	NA	"abundance"	23	8
"Alternaria"	"pH"	"acidic"	"pHacidic"	-5.93998674756308	3.0359517017578	0.132344218652637	0.290784150738133	0.247173445094497	0.341785290106745	NA	"abundance"	23	7
"Auriculariales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	4.74565053907363	3.09894663143806	0.127148535948535	0.290784150738133	0.00511982627495393	0.0402996672667837	NA	"abundance"	23	11
"Dermea"	"pH"	"acidic"	"pHacidic"	3.01066436510447	2.043797496127	0.133771178866405	0.290784150738133	0.0267781943666342	0.0985846900886283	NA	"abundance"	23	9
"Kurtzmaniella"	"pH"	"acidic"	"pHacidic"	-2.54958499412606	1.23423008814458	0.125585260939109	0.290784150738133	0.0577853414992077	0.15754682729501	NA	"abundance"	23	13
"Leptobacillium"	"pH"	"acidic"	"pHacidic"	1.20622722736496	1.01168800379579	0.130081808362401	0.290784150738133	0.0252690134678031	0.0985846900886283	NA	"abundance"	23	14
"Neobulgaria"	"pH"	"acidic"	"pHacidic"	3.33764748163966	0.783116712967171	0.134533607996789	0.290784150738133	0.250967924312943	0.344559288011595	NA	"abundance"	23	3
"Phlegmacium"	"pH"	"acidic"	"pHacidic"	6.41244801864087	3.30579363885493	0.12922772669498	0.290784150738133	0.241755648043207	0.335894320174776	NA	"abundance"	23	5
"Phomatospora"	"pH"	"acidic"	"pHacidic"	-5.69574547629572	3.07442220476268	0.128694483181266	0.290784150738133	0.00522919557959996	0.0402996672667837	NA	"abundance"	23	10
"Piskurozymaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	4.09481577241701	2.22216039633642	0.133143949572311	0.290784150738133	0.248560587836908	0.342883102075734	NA	"abundance"	23	5
"Pyronemataceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	2.91063484718634	2.09623633314844	0.131918049243933	0.290784150738133	0.142218795517233	0.249677412990327	NA	"abundance"	23	15
"Solicoccozyma"	"pH"	"acidic"	"pHacidic"	1.64428750914312	1.30898256426874	0.125823262733277	0.290784150738133	0.125823262733277	0.247431236277652	NA	"abundance"	23	23
"Volutella"	"pH"	"acidic"	"pHacidic"	3.37264380176141	2.23703409909306	0.125420626597203	0.290784150738133	0.23511091961837	0.327455690456429	NA	"abundance"	23	10
"Acrodontium"	"pH"	"acidic"	"pHacidic"	3.18809100157438	2.15082717953854	0.138270396743391	0.290784150738133	0.138270396743391	0.247431236277652	NA	"prevalence"	23	4
"Agaricomycetes_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.65438926861651	1.12059971856323	0.139851903599081	0.290784150738133	0.260145252257876	0.348064712511695	NA	"prevalence"	23	5
"Amphisphaeriales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.65438926861651	1.12059971856323	0.139851903599081	0.290784150738133	0.260145252257876	0.348064712511695	NA	"prevalence"	23	5
"Archaeorhizomycetales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.18809100157438	2.15082717953854	0.13827039674339	0.290784150738133	0.13827039674339	0.247431236277652	NA	"prevalence"	23	4
"Ascocorticium"	"pH"	"acidic"	"pHacidic"	3.18809100157438	2.15082717953854	0.138270396743391	0.290784150738133	0.138270396743391	0.247431236277652	NA	"prevalence"	23	4
"Bannozyma"	"pH"	"acidic"	"pHacidic"	3.18809100157437	2.15082717953855	0.138270396743394	0.290784150738133	0.138270396743394	0.247431236277652	NA	"prevalence"	23	4
"Basidiobolomycetes_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.65438926861651	1.12059971856323	0.139851903599081	0.290784150738133	0.206903573956615	0.29239673776754	NA	"prevalence"	23	5
"Burgoa"	"pH"	"acidic"	"pHacidic"	3.18809100157438	2.15082717953854	0.138270396743391	0.290784150738133	0.138270396743391	0.247431236277652	NA	"prevalence"	23	4
"Clavulinaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.18809100157438	2.15082717953855	0.138270396743392	0.290784150738133	0.138270396743392	0.247431236277652	NA	"prevalence"	23	4
"Coleroa"	"pH"	"acidic"	"pHacidic"	-1.65438926861651	1.12059971856323	0.139851903599081	0.290784150738133	0.260145252257876	0.348064712511695	NA	"prevalence"	23	5
"Collophorina"	"pH"	"acidic"	"pHacidic"	1.65438926861651	1.12059971856323	0.13985190359908	0.290784150738133	0.260145252257874	0.348064712511695	NA	"prevalence"	23	18
"Extremus"	"pH"	"acidic"	"pHacidic"	-1.65438926861651	1.12059971856323	0.13985190359908	0.290784150738133	0.260145252257874	0.348064712511695	NA	"prevalence"	23	5
"Filobasidiella"	"pH"	"acidic"	"pHacidic"	3.18809100157438	2.15082717953854	0.138270396743391	0.290784150738133	0.138270396743391	0.247431236277652	NA	"prevalence"	23	4
"GS27_ord_Incertae_sedis_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	3.18809100157438	2.15082717953855	0.138270396743392	0.290784150738133	0.138270396743392	0.247431236277652	NA	"prevalence"	23	4
"Hyalorbilia"	"pH"	"acidic"	"pHacidic"	1.65438926861651	1.12059971856323	0.13985190359908	0.290784150738133	0.260145252257874	0.348064712511695	NA	"prevalence"	23	18
"Lacrymaria"	"pH"	"acidic"	"pHacidic"	-1.65438926861651	1.12059971856323	0.139851903599081	0.290784150738133	0.260145252257876	0.348064712511695	NA	"prevalence"	23	5
